CustomerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Gender,SeniorCitizen,Partner,Dependents,MultipleLines
4524-QCSSM,2017-12-01,No,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,No,
4525-VZCZG,2015-08-01,No,One year,Yes,Electronic check,105.85,5826.65,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,No
4526-EXKKN,2016-10-01,No,Two year,Yes,Mailed check,24.6,973.95,,,,,,,,Male,0,No,No,Yes
4526-RMTLL,2019-06-01,No,Two year,Yes,Credit card (automatic),76.15,645.8,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes
4526-ZJJTM,2018-01-01,No,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,Fiber optic,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,No
4529-CKBCL,2019-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,80.2,146.05,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No
4530-NDRKU,2016-08-01,No,One year,Yes,Electronic check,19.05,761.85,,,,,,,,Female,0,Yes,Yes,No
4531-AUZNK,2015-11-01,No,One year,Yes,Mailed check,95.15,5000.05,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,Yes
4534-WGCIR,2015-04-01,No,Two year,No,Credit card (automatic),25.15,1509.9,,,,,,,,Female,0,Yes,Yes,Yes
4536-PLEQY,2019-02-01,No,Month-to-month,Yes,Credit card (automatic),85.05,999.8,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,No,No
4537-CIBHB,2019-05-01,No,One year,No,Mailed check,20.25,172.35,,,,,,,,Female,0,Yes,Yes,No
4537-DKTAL,2019-12-01,No,Month-to-month,No,Electronic check,45.55,84.4,DSL,No,No,No,No,No,No,Female,0,No,No,No
4538-WNTMJ,2016-04-01,No,One year,No,Mailed check,24.95,1165.9,,,,,,,,Female,0,Yes,Yes,Yes
4541-RMRLG,2019-04-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,19.25,112.3,,,,,,,,Male,0,No,No,No
4544-RXFMG,2019-06-01,No,One year,Yes,Mailed check,43.45,345.5,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No
4546-FOKWR,2018-10-01,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes
4547-FZJWE,2015-07-01,No,One year,No,Credit card (automatic),59.45,3157.0,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No
4547-KQRTM,2019-03-01,2020-01-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes
4547-LYTDD,2018-08-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,72.65,1194.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes
4548-SDBKE,2019-06-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,85.2,474.8,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes
4549-ZDQYY,2015-10-01,No,One year,No,Credit card (automatic),57.95,3042.25,DSL,Yes,No,Yes,Yes,No,No,Female,0,No,No,No
4550-EVXNY,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,69.65,69.65,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No
4550-VBOFE,2014-03-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,102.95,7101.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes
4553-DVPZG,2014-12-01,No,Month-to-month,Yes,Electronic check,101.35,6164.7,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes
4554-YGZIH,2015-09-01,2019-10-01 00:00:00,Month-to-month,No,Credit card (automatic),90.05,4547.25,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes
4558-CGYCZ,2019-10-01,No,Month-to-month,No,Mailed check,19.75,78.3,,,,,,,,Male,0,No,No,No
4558-FANTW,2018-07-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,91.85,1574.45,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,No
4559-UWIHT,2018-12-01,No,Month-to-month,Yes,Electronic check,82.65,1185.0,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes
4560-WQAQW,2015-03-01,No,One year,No,Bank transfer (automatic),68.7,4070.95,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,Yes
4565-EVZMJ,2016-03-01,No,One year,Yes,Mailed check,58.9,2813.05,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No
4565-NLZBV,2014-03-01,No,Two year,Yes,Bank transfer (automatic),24.65,1710.15,,,,,,,,Female,0,Yes,No,Yes
4566-GOLUK,2016-02-01,2020-01-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
4566-NECEV,2019-09-01,No,Month-to-month,No,Electronic check,96.55,500.1,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,No,No,Yes
4566-QVRRW,2018-11-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,44.05,483.7,DSL,No,No,No,No,No,No,Female,0,Yes,No,No
4567-AKPIA,2016-09-01,No,One year,Yes,Bank transfer (automatic),109.1,4454.25,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
4568-KNYWR,2015-10-01,No,Two year,Yes,Credit card (automatic),63.25,3342.45,DSL,Yes,Yes,No,No,Yes,No,Male,0,No,No,No
4568-TTZRT,2019-05-01,No,Month-to-month,No,Mailed check,20.4,181.8,,,,,,,,Male,0,No,No,No
4570-QHXHL,2019-05-01,No,Month-to-month,Yes,Electronic check,43.75,405.7,DSL,No,No,No,No,No,No,Female,0,No,No,No
4572-DVCGN,2019-01-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No
4573-JKNAE,2019-02-01,No,Two year,No,Bank transfer (automatic),19.35,212.3,,,,,,,,Male,0,No,Yes,No
4576-CSAJH,2018-02-01,2019-12-01 00:00:00,One year,Yes,Credit card (automatic),55.15,1193.05,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No
4578-PHJYZ,2015-10-01,No,One year,Yes,Electronic check,68.75,3482.85,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No
4580-TMHJU,2016-05-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,56.15,2499.3,DSL,No,No,No,No,Yes,No,Female,0,Yes,Yes,No
4581-LNWUM,2019-01-01,No,Month-to-month,No,Electronic check,49.15,649.4,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,
4581-SSPWD,2019-10-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,75.8,246.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes
4583-PARNH,2018-10-01,No,Month-to-month,Yes,Electronic check,91.55,1540.05,Fiber optic,No,No,Yes,Yes,No,Yes,Male,1,Yes,No,No
4584-LBNMK,2016-05-01,No,One year,No,Credit card (automatic),24.7,1174.35,,,,,,,,Male,1,Yes,No,Yes
4585-HETAI,2019-09-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,73.75,325.45,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No
4587-NUKOX,2019-10-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,79.1,246.5,Fiber optic,Yes,Yes,No,No,No,No,Female,0,No,No,No
4587-VVTOX,2019-07-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,105.3,545.2,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes
4588-YBNIB,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Mailed check,19.6,19.6,,,,,,,,Female,0,No,No,No
4589-IUAJB,2014-04-01,No,Two year,No,Bank transfer (automatic),24.25,1724.15,,,,,,,,Male,0,Yes,No,Yes
4592-IWTJI,2019-10-01,2020-01-01 00:00:00,Month-to-month,No,Credit card (automatic),29.7,91.7,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,
4597-ELFTS,2015-02-01,2019-10-01 00:00:00,One year,No,Electronic check,24.9,1334.0,,,,,,,,Male,0,No,No,Yes
4597-NUCQV,2017-12-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,101.25,2440.15,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes
4598-XLKNJ,2017-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,98.5,2514.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,No
4598-ZADCK,2015-09-01,No,One year,Yes,Electronic check,53.6,2879.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,
4603-JANFB,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,69.85,69.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No
4607-CHPCA,2017-09-01,2019-10-01 00:00:00,One year,Yes,Electronic check,90.4,2178.6,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No
4608-LCIMN,2019-06-01,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No
4609-KNNWG,2017-11-01,No,Two year,No,Mailed check,19.9,550.1,,,,,,,,Female,0,Yes,Yes,No
4611-ANLQC,2015-02-01,No,One year,No,Electronic check,50.05,2911.5,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,
4612-SSVHJ,2018-06-01,No,Month-to-month,Yes,Electronic check,81.45,1671.6,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,No
4612-THJBS,2015-03-01,2019-11-01 00:00:00,One year,Yes,Bank transfer (automatic),104.75,5510.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes
4614-NUVZD,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,81.1,81.1,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No
4615-PIVVU,2016-08-01,No,Two year,No,Credit card (automatic),66.5,2762.75,DSL,No,No,Yes,Yes,No,Yes,Female,0,No,No,No
4616-EWBNJ,2018-10-01,No,One year,No,Bank transfer (automatic),20.1,318.6,,,,,,,,Female,0,No,No,No
4616-ULAOA,2014-09-01,No,Two year,Yes,Credit card (automatic),110.8,7245.9,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
4619-EVPHY,2018-06-01,No,One year,Yes,Bank transfer (automatic),91.0,1859.5,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,No
4622-YNKIJ,2017-05-01,No,Two year,Yes,Electronic check,88.95,3027.65,Fiber optic,Yes,No,No,Yes,Yes,No,Male,0,No,No,No
4623-ZKHLY,2018-04-01,No,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,,,,,,,,Male,0,Yes,No,No
4625-EWPTF,2019-04-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,30.45,226.45,DSL,Yes,No,No,No,No,No,Male,0,No,No,
4625-LAMOB,2016-06-01,No,Two year,No,Credit card (automatic),20.4,905.55,,,,,,,,Male,0,No,No,No
4625-XMOYM,2014-02-01,No,Two year,Yes,Bank transfer (automatic),26.25,1988.05,,,,,,,,Female,0,Yes,Yes,Yes
4626-GYCZP,2019-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,93.85,635.6,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes
4626-OZDTJ,2015-11-01,No,One year,Yes,Credit card (automatic),78.65,3950.85,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes
4627-MIHJH,2014-05-01,No,Two year,No,Credit card (automatic),110.25,7467.55,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes
4628-CTTLA,2015-01-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,39.3,2111.45,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,
4628-WQCQQ,2017-01-01,2019-12-01 00:00:00,One year,Yes,Electronic check,85.15,3030.6,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,Yes,No
4629-NRXKX,2019-09-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,70.4,147.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No
4631-OACRM,2018-09-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,79.4,1156.1,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,No
4632-PAOYU,2018-04-01,No,One year,No,Mailed check,19.95,433.5,,,,,,,,Male,0,Yes,Yes,No
4632-XJMEX,2015-09-01,No,One year,No,Credit card (automatic),62.85,3419.5,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,Yes,No
4633-MKHYU,2019-05-01,No,Month-to-month,Yes,Mailed check,88.4,788.6,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No
4634-JLRJT,2020-01-01,No,Month-to-month,Yes,Mailed check,20.35,20.35,,,,,,,,Female,0,No,No,No
4635-EJYPD,2017-06-01,No,Two year,No,Mailed check,18.95,613.95,,,,,,,,Male,0,Yes,Yes,No
4636-JGAAI,2017-04-01,No,Month-to-month,No,Mailed check,88.85,3000.25,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes
4636-OLWOE,2015-08-01,No,One year,Yes,Electronic check,61.0,3283.05,DSL,No,Yes,Yes,Yes,No,No,Male,0,No,Yes,No
4636-QRJKY,2019-05-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,80.5,502.85,Fiber optic,No,No,No,Yes,No,No,Female,0,Yes,Yes,Yes
4636-TVXVG,2014-12-01,No,One year,No,Bank transfer (automatic),19.95,1244.8,,,,,,,,Male,0,Yes,Yes,No
4640-UHDOS,2018-12-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,55.95,734.35,DSL,No,No,No,No,No,Yes,Female,0,Yes,Yes,No
4641-FROLU,2017-08-01,No,Two year,No,Mailed check,19.3,602.9,,,,,,,,Female,0,Yes,Yes,No
4644-OBGFZ,2015-07-01,No,One year,No,Mailed check,19.5,1026.35,,,,,,,,Male,0,Yes,Yes,No
4644-PIZRT,2018-09-01,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,DSL,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes
4646-QZXTF,2019-07-01,No,Month-to-month,No,Bank transfer (automatic),81.25,580.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No
4647-MUZON,2018-08-01,No,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No
4647-XXZAM,2019-08-01,No,Month-to-month,No,Mailed check,45.5,285.2,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No
4648-YPBTM,2015-09-01,No,Two year,Yes,Bank transfer (automatic),73.9,3958.25,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes
4652-NNHNY,2018-06-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes
4652-ODEVH,2016-05-01,No,Two year,No,Mailed check,24.45,1088.25,,,,,,,,Male,0,Yes,Yes,Yes
4654-DLAMQ,2014-10-01,No,One year,No,Bank transfer (automatic),97.0,6430.9,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No
4654-GGUII,2018-08-01,No,One year,Yes,Mailed check,40.2,711.95,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,
4654-ULTTN,2014-04-01,No,Two year,Yes,Credit card (automatic),74.8,5315.8,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes
4656-CAURT,2014-05-01,No,Two year,No,Bank transfer (automatic),23.95,1713.1,,,,,,,,Male,0,No,No,Yes
4657-FWVFY,2016-10-01,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes
4658-HCOHW,2018-03-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,102.8,2110.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No
4659-NZRUF,2018-04-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,95.15,1789.25,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,No,No,Yes
4660-IRIBM,2018-08-01,No,Month-to-month,Yes,Mailed check,87.9,1500.5,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,No
4661-NJEUX,2020-01-01,No,Month-to-month,Yes,Mailed check,20.05,20.05,,,,,,,,Male,0,No,No,No
4662-EKDPQ,2019-08-01,2019-10-01 00:00:00,Month-to-month,No,Bank transfer (automatic),62.05,118.3,DSL,No,No,No,No,No,Yes,Male,0,No,No,Yes
4664-NJCMS,2017-05-01,No,Two year,No,Bank transfer (automatic),59.55,2016.3,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,
4667-OHGKG,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Mailed check,19.3,19.3,,,,,,,,Male,0,No,No,No
4667-QONEA,2015-02-01,No,One year,Yes,Credit card (automatic),74.85,4456.35,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,1,Yes,Yes,No
4670-TABXH,2014-02-01,No,Two year,Yes,Credit card (automatic),109.75,7758.9,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes
4671-LXRDQ,2019-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,45.0,96.45,DSL,No,No,No,No,No,No,Male,0,No,No,No
4671-VJLCL,2014-11-01,No,Two year,Yes,Credit card (automatic),79.85,4861.45,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes
4672-FOTSD,2019-02-01,No,Month-to-month,Yes,Electronic check,67.25,832.3,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes
4673-KKSLS,2017-07-01,No,Month-to-month,No,Electronic check,87.6,2724.25,Fiber optic,Yes,No,Yes,Yes,No,No,Female,0,No,No,No
4674-HGNUA,2014-03-01,No,Two year,No,Credit card (automatic),89.9,6457.15,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
4676-MQUEA,2015-12-01,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,1,Yes,No,Yes
4676-WLUHT,2015-08-01,No,Two year,No,Bank transfer (automatic),46.2,2431.95,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,No,
4678-DVQEO,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,52.2,52.2,DSL,No,No,No,Yes,No,No,Female,0,No,No,No
4680-KUTAJ,2019-03-01,No,Month-to-month,Yes,Electronic check,55.6,580.8,DSL,Yes,No,No,No,No,No,Female,1,No,No,Yes
4682-BLBUC,2016-06-01,No,One year,Yes,Electronic check,70.95,3250.45,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,No
4683-WYDOU,2014-12-01,No,Two year,Yes,Bank transfer (automatic),107.6,6912.7,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes
4685-ERGHK,2015-05-01,No,One year,Yes,Electronic check,86.9,4939.25,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes
4685-TFLLS,2018-08-01,No,One year,No,Bank transfer (automatic),19.8,342.3,,,,,,,,Male,0,Yes,Yes,No
4686-GEFRM,2014-04-01,No,Two year,Yes,Bank transfer (automatic),98.7,6858.9,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes
4686-UXDML,2018-05-01,No,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes
4690-LLKUA,2018-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,45.05,770.6,DSL,No,No,No,No,No,No,Male,1,No,No,No
4690-PKDQG,2016-08-01,No,Month-to-month,Yes,Electronic check,95.55,3930.6,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,Yes,No,Yes
4692-NNQRU,2018-05-01,No,One year,No,Electronic check,79.2,1742.45,Fiber optic,No,No,Yes,Yes,No,No,Female,0,Yes,No,No
4693-VWVBO,2019-11-01,No,Month-to-month,No,Electronic check,19.55,61.05,,,,,,,,Female,0,No,No,No
4694-PHWFW,2019-06-01,No,Month-to-month,No,Mailed check,19.95,170.9,,,,,,,,Female,0,No,Yes,No
4695-VADHF,2018-07-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,57.45,990.85,DSL,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,No
4695-WJZUE,2019-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,88.55,179.25,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes
4697-LUPSU,2019-12-01,No,One year,No,Mailed check,20.2,34.75,,,,,,,,Male,0,Yes,Yes,No
4698-KVLLG,2015-11-01,No,Two year,No,Credit card (automatic),19.6,967.9,,,,,,,,Female,1,No,No,No
4700-UBQMV,2018-05-01,No,One year,Yes,Bank transfer (automatic),75.9,1549.75,DSL,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes
4701-AHWMW,2015-05-01,2019-12-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,
4701-LKOZD,2014-04-01,No,Two year,No,Credit card (automatic),89.75,6367.2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes
4701-MLJPN,2017-06-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,55.25,1715.65,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,No
4702-HDRKD,2014-07-01,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,No,No,
4702-IOQDC,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,70.1,70.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No
4703-MQYKT,2018-05-01,No,Two year,No,Mailed check,19.6,390.4,,,,,,,,Male,0,No,No,No
4704-ERYFC,2018-03-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,69.25,1554.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No
4706-AXVKM,2019-01-01,2019-12-01 00:00:00,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes
4706-DGAHW,2020-01-01,No,Month-to-month,No,Electronic check,45.2,45.2,DSL,No,No,No,No,No,No,Male,1,No,No,No
4707-MAXGU,2014-02-01,No,Two year,No,Credit card (automatic),25.85,1872.2,,,,,,,,Male,0,Yes,No,Yes
4707-YNOQA,2017-04-01,No,One year,Yes,Credit card (automatic),25.6,917.15,,,,,,,,Female,0,Yes,Yes,Yes
4709-LKHYG,2017-09-01,No,One year,No,Electronic check,20.0,540.05,,,,,,,,Female,0,Yes,Yes,No
4710-FDUIZ,2015-02-01,2019-10-01 00:00:00,One year,No,Credit card (automatic),100.3,5614.45,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes
4710-NKCAW,2019-09-01,No,Month-to-month,No,Credit card (automatic),64.4,316.9,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes
4712-AUQZO,2018-08-01,No,Month-to-month,No,Mailed check,33.6,550.35,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,
4712-UYOOI,2018-06-01,No,Month-to-month,No,Electronic check,20.0,417.65,,,,,,,,Female,0,Yes,Yes,No
4713-LZDRV,2019-08-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,79.6,195.05,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,No
4713-ZBURT,2016-05-01,No,Two year,No,Bank transfer (automatic),99.7,4634.35,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes
4716-HHKQH,2018-06-01,No,Month-to-month,No,Electronic check,107.05,2172.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes
4716-MRVEN,2017-09-01,No,One year,No,Mailed check,20.0,599.3,,,,,,,,Female,0,No,No,No
4717-GHADL,2015-12-01,No,Two year,Yes,Mailed check,79.6,4024.2,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes
4718-DHSMV,2019-03-01,No,Month-to-month,Yes,Mailed check,35.8,363.15,DSL,No,No,No,No,Yes,No,Female,0,No,No,
4718-WXBGI,2014-02-01,No,Two year,Yes,Credit card (automatic),91.95,6614.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
4719-UMSIY,2019-08-01,No,Month-to-month,No,Mailed check,19.65,100.9,,,,,,,,Male,0,No,Yes,No
4720-VSTSI,2016-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,Yes
4723-BEGSG,2014-02-01,No,Two year,No,Credit card (automatic),86.65,6094.25,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes
4724-WXVWF,2016-02-01,No,Month-to-month,Yes,Electronic check,95.4,4445.3,Fiber optic,Yes,No,No,Yes,No,Yes,Male,0,No,No,Yes
4726-DLWQN,2015-12-01,No,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,DSL,Yes,Yes,No,No,Yes,No,Male,1,No,No,Yes
4727-MCYZG,2020-01-01,No,Month-to-month,No,Mailed check,55.55,55.55,DSL,No,No,No,No,No,Yes,Male,0,No,No,No
4729-XKASR,2019-09-01,2019-10-01 00:00:00,Month-to-month,No,Electronic check,24.75,24.75,DSL,No,No,No,No,No,No,Male,0,No,Yes,
4730-AWNAU,2017-02-01,No,One year,No,Credit card (automatic),60.7,2234.55,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,
4732-RRJZC,2019-07-01,No,Month-to-month,No,Mailed check,20.25,144.35,,,,,,,,Male,0,Yes,Yes,No
4735-ASGMA,2017-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,98.35,2515.3,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes
4735-BJKOU,2016-10-01,No,Two year,No,Mailed check,20.15,804.85,,,,,,,,Female,0,No,No,No
4737-AQCPU,2014-02-01,No,Two year,No,Credit card (automatic),72.1,5016.65,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes
4737-HOBAX,2014-11-01,No,Two year,No,Credit card (automatic),79.8,5034.05,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes
4741-WWJQZ,2019-12-01,No,Month-to-month,Yes,Electronic check,80.15,194.55,Fiber optic,Yes,No,No,Yes,No,No,Female,0,Yes,No,No
